"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013881","1956-06","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","327.2","0","197.6",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","3","","","","19560604",",,0","19560630","+,,0","19560630","+,,0","6","","19560610",",,0","19560625",",,0","10.6",",0,04,","0",",,0,30,+","0",",,0,30,+","15.0",",,0,10,","37.8",",0,25,","1832.7","0","1.6",",0","31.1",",,,0","","","","","","","","","0",",,,0","24.86",",0","32.21",",,,0","17.52",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1956-07","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","580.6","0","253.4",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","9","","","","19560712",",,0","19560731","+,,0","19560731","+,,0","13","","19560709",",,0","19560728",",,0","16.7",",0,12,","0",",,0,31,+","0",",,0,31,+","29.7",",,0,09,","36.7",",0,28,","0.0","0","0.0",",0","80.3",",,,0","","","","","","","","","0",",,,0","26.51",",0","32.88",",,,0","20.13",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1956-08","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","835.9","0","255.3",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","9","","","","19560824","+,,0","19560831","+,,0","19560831","+,,0","8","","19560820",",,0","19560813","+,,0","15.0",",0,24,+","0",",,0,31,+","0",",,0,31,+","22.6",",,0,20,","38.9",",0,13,+","0.0","0","0.0",",0","62.7",",,,0","","","","","","","","","0",",,,0","26.57",",0","33.08",",,,0","20.06",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1956-09","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","946.0","0","110.1",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","6",",0","12","","","","19560926","+,,0","19560930","+,,0","19560930","+,,0","2","","19560926",",,0","19560916",",,0","8.9",",0,26,+","0",",,0,30,+","0",",,0,30,+","64.5",",,0,26,","35.6",",0,16,","27.0","0","27.0",",0","128.6",",,,0","","","","","","","","","0",",,,0","21.10",",0","27.15",",,,0","15.06",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1956-10","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","971.1","0","25.1",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","17","","","","19561012",",,0","19561031","+,,0","19561031","+,,0","","","19561021",",,0","19561001",",,0","5.0",",0,12,","0",",,0,31,+","0",",,0,31,+","18.0",",,0,21,","31.7",",0,01,","79.0","0","52.0",",0","48.8",",,,0","","","","","","","","","0",",,,0","17.46",",0","22.35",",,,0","12.58",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1956-11","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","975.9","0","4.8",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","10",",0","0",",0","13","","","","19561125",",,0","19561130","+,,0","19561126",",,0","1","","19561117",",,0","19561102",",,0","-7.2",",0,25,","0",",,0,30,+","0",",T,0,26,","17.3",",,0,17,","26.1",",0,02,","331.5","0","252.5",",0","33.3",",,,0","","","","","","","","","0",",T,,0","10.08",",0","16.50",",,,0","3.65",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1956-12","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","975.9","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","11",",0","0",",0","9","","","","19561202","+,,0","19561231","+,,0","19561231","+,,0","2","","19561223",",,0","19561204",",,0","-3.9",",0,02,+","0",",,0,31,+","0",",,0,31,+","25.1",",,0,23,","24.4",",0,04,","537.6","0","206.1",",0","81.4",",,,0","","","","","","","","","0",",,,0","11.69",",0","17.76",",,,0","5.61",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1957-01","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","0.8","0","0.8",",0","14",",0","8",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","1",",0","0",",0","14","","","","19570118",",,0","19570117",",,0","19570117","+,,0","","","19570131",",,0","19570129",",,0","-8.9",",0,18,","0",",T,0,17,","0",",T,0,17,+","25.1",",,0,31,","23.3",",0,29,","897.9","0","360.3",",0","69.6",",,,0","","","","","","","","","0",",T,,0","6.74",",0","11.65",",,,0","1.83",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1957-02","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","0.8","0","0.0",",0","15",",0","11",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0",",0","4",",0","0",",0","14","","","","19570215",",,0","19570228","+,,0","19570215",",,0","1","","19570228",",,0","19570204",",,0","-3.3",",0,15,","0",",,0,28,+","0",",T,0,15,","28.7",",,0,28,","23.3",",0,04,","1134.5","0","236.6",",0","122.6",",,,0","","","","","","","","","0",",T,,0","9.88",",0","15.26",",,,0","4.51",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1957-03","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","0.8","0","0.0",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","5",",0","0",",0","13","","","","19570310",",,0","19570331","+,,0","19570331","+,,0","1","","19570324",",,0","19570315","+,,0","-3.9",",0,10,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,24,","23.9",",0,15,+","1384.9","0","250.4",",0","77.8",",,,0","","","","","","","","","0",",,,0","10.25",",0","15.75",",,,0","4.75",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1957-04","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","56.9","0","56.1",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","10","","","","19570410",",,0","19570430","+,,0","19570430","+,,0","4","","19570405",",,0","19570422",",,0","1.1",",0,10,","0",",,0,30,+","0",",,0,30,+","36.6",",,0,05,","32.8",",0,22,","1456.1","0","71.2",",0","84.4",",,,0","","","","","","","","","0",",,,0","17.83",",0","24.83",",,,0","10.83",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1957-05","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","167.9","0","111.0",",0","12",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","17","","","","19570505",",,0","19570531","+,,0","19570531","+,,0","9","","19570514",",,0","19570516","+,,0","6.7",",0,05,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,14,","33.3",",0,16,+","1476.4","0","20.3",",0","134.3",",,,0","","","","","","","","","0",",,,0","21.26",",0","27.50",",,,0","15.02",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1957-06","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","369.8","0","201.9",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","11",",0","19","","","","19570609",",,0","19570630","+,,0","19570630","+,,0","9","","19570617",",,0","19570615",",,0","13.9",",0,09,","0",",,0,30,+","0",",,0,30,+","39.9",",,0,17,","36.1",",0,15,","1478.1","0","1.7",",0","134.4",",,,0","","","","","","","","","0",",,,0","25.01",",0","31.00",",,,0","19.01",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1957-07","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","627.9","0","258.1",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","5","","","","19570728",",,0","19570731","+,,0","19570731","+,,0","5","","19570723",",,0","19570731","+,,0","16.1",",0,28,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,23,","37.2",",0,31,+","0.0","0","0.0",",0","35.6",",,,0","","","","","","","","","0",",,,0","26.66",",0","33.54",",,,0","19.78",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1957-08","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","851.2","0","223.3",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","11","","","","19570807",",,0","19570831","+,,0","19570831","+,,0","5","","19570817",",,0","19570831","+,,0","13.9",",0,07,","0",",,0,31,+","0",",,0,31,+","34.3",",,0,17,","37.2",",0,31,+","0.0","0","0.0",",0","82.1",",,,0","","","","","","","","","0",",,,0","25.54",",0","32.17",",,,0","18.90",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1957-09","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","1012.6","0","161.4",",0","11",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","7",",0","20","","","","19570929","+,,0","19570930","+,,0","19570930","+,,0","4","","19570916",",,0","19570901",",,0","8.9",",0,29,+","0",",,0,30,+","0",",,0,30,+","22.9",",,0,16,","37.2",",0,01,","21.7","0","21.7",",0","120.5",",,,0","","","","","","","","","0",",,,0","22.99",",0","28.09",",,,0","17.89",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1957-10","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","1017.0","0","4.4",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","15",",0","0",",0","10","","","","19571029",",,0","19571031","+,,0","19571031","+,,0","1","","19571001",",,0","19571010","+,,0","-0.6",",0,29,","0",",,0,31,+","0",",,0,31,+","28.2",",,0,01,","25.0",",0,10,+","152.8","0","131.1",",0","62.0",",,,0","","","","","","","","","0",",,,0","14.25",",0","19.85",",,,0","8.65",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1957-11","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","1021.8","0","4.8",",0","12",",0","12",",0","3",",0","0",",0","0",",0","0",",0","7",",0","0",",0","6",",0","0",",0","15","","","","19571111",",,0","19571130","+,,0","19571130","+,,0","4","","19571125",",,0","19571117",",,0","-2.2",",0,11,","0",",,0,30,+","0",",,0,30,+","39.9",",,0,25,","25.6",",0,17,","357.1","0","204.3",",0","195.4",",,,0","","","","","","","","","0",",,,0","11.68",",0","17.03",",,,0","6.34",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1957-12","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","1021.8","0","0.0",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","14",",0","1",",0","1",",0","0",",0","11","","","","19571212",",,0","19571231","+,,0","19571211",",,0","","","19571208",",,0","19571216",",,0","-12.2",",0,12,","0",",,0,31,+","0",",T,0,11,","13.7",",,0,08,","21.1",",0,16,","700.4","0","343.3",",0","55.6",",,,0","","","","","","","","","0",",T,,0","7.26",",0","13.39",",,,0","1.13",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1958-01","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","7",",0","2",",0","0",",0","1",",0","0",",0","23",",0","0",",0","0",",0","0",",0","13","","","","19580109",",,0","19580131","+,,0","19580129",",,0","","","19580124",",,0","19580111",",,0","-10.6",",0,09,","0",",,0,31,+","25",",,0,29,","45.5",",,0,24,","16.1",",0,11,","1177.4","0","477.0",",0","108.3",",,,0","","","","","","","","","25",",,,0","2.95",",0","8.52",",,,0","-2.63",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1958-02","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","6",",0","1",",0","4",",0","1",",0","0",",0","21",",0","3",",0","2",",0","0",",0","7","","","","19580218",",,0","19580217","+,,0","19580215",",,0","2","","19580226",",,0","19580225",",,0","-15.0",",0,18,","51",",,0,17,+","56",",,0,15,","34.3",",,0,26,","22.2",",0,25,","1616.8","0","439.4",",0","85.1",",,,0","","","","","","","","","56",",,,0","2.64",",0","8.67",",,,0","-3.39",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1958-03","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","17","","","","19580321","+,,0","19580331","+,,0","19580331","+,,0","","","19580309",",,0","19580301",",,0","-2.2",",0,21,+","0",",,0,31,+","0",",,0,31,+","13.7",",,0,09,","19.4",",0,01,","1931.3","0","314.5",",0","70.2",",,,0","","","","","","","","","0",",,,0","8.19",",0","13.40",",,,0","2.98",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1958-04","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","20.5","0","20.5",",0","12",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","1",",0","13","","","","19580408",",,0","19580430","+,,0","19580430","+,,0","4","","19580428",",,0","19580424",",,0","0.6",",0,08,","0",",,0,30,+","0",",,0,30,+","47.0",",,0,28,","32.2",",0,24,","2026.0","0","94.7",",0","194.2",",,,0","","","","","","","","","0",",,,0","15.86",",0","22.23",",,,0","9.49",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1958-05","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","125.1","0","104.6",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","12","","","","19580508",",,0","19580531","+,,0","19580531","+,,0","6","","19580517",",,0","19580528",",,0","5.6",",0,08,","0",",,0,31,+","0",",,0,31,+","26.4",",,0,17,","32.8",",0,28,","2042.1","0","16.1",",0","59.5",",,,0","","","","","","","","","0",",,,0","21.19",",0","27.29",",,,0","15.08",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1958-06","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","313.5","0","188.4",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","11","","","","19580623",",,0","19580630","+,,0","19580630","+,,0","6","","19580606",",,0","19580614",",,0","13.3",",0,23,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,06,","37.2",",0,14,","2042.1","0","0.0",",0","56.3",",,,0","","","","","","","","","0",",,,0","24.61",",0","30.56",",,,0","18.67",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1958-07","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","562.5","0","249.0",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","16","","","","19580701",",,0","19580731","+,,0","19580731","+,,0","13","","19580708",",,0","19580728",",,0","16.7",",0,01,","0",",,0,31,+","0",",,0,31,+","47.5",",,0,08,","35.6",",0,28,","0.0","0","0.0",",0","157.9",",,,0","","","","","","","","","0",",,,0","26.37",",0","31.85",",,,0","20.89",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1958-08","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","796.3","0","233.8",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","19","","","","19580829",",,0","19580831","+,,0","19580831","+,,0","6","","19580802",",,0","19580811",",,0","16.1",",0,29,","0",",,0,31,+","0",",,0,31,+","32.8",",,0,02,","36.1",",0,11,","0.0","0","0.0",",0","100.5",",,,0","","","","","","","","","0",",,,0","25.87",",0","31.67",",,,0","20.07",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1958-09","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","922.3","0","126.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","9","","","","19580929",",,0","19580930","+,,0","19580930","+,,0","1","","19580921",",,0","19580917",",,0","10.6",",0,29,","0",",,0,30,+","0",",,0,30,+","10.9",",,0,21,","33.9",",0,17,","1.4","0","1.4",",0","24.4",",,,0","","","","","","","","","0",",,,0","22.49",",0","29.20",",,,0","15.78",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1958-10","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","935.4","0","13.1",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","9","","","","19581031",",,0","19581031","+,,0","19581031","+,,0","","","19581001",",,0","19581010",",,0","1.1",",0,31,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,01,","31.1",",0,10,","102.7","0","101.3",",0","39.4",",,,0","","","","","","","","","0",",,,0","15.49",",0","22.32",",,,0","8.66",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1958-11","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","945.2","0","9.8",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","9","","","","19581130",",,0","19581130","+,,0","19581130","+,,0","","","19581101",",,0","19581117",",,0","-2.8",",0,30,","0",",,0,30,+","0",",,0,30,+","17.0",",,0,01,","28.9",",0,17,","289.4","0","186.7",",0","33.2",",,,0","","","","","","","","","0",",,,0","12.44",",0","18.97",",,,0","5.90",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1958-12","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","945.2","0","0.0",",0","8",",0","4",",0","1",",0","3",",0","1",",0","0",",0","22",",0","0",",0","0",",0","0",",0","11","","","","19581216",",,0","19581215",",,0","19581214",",,0","","","19581228",",,0","19581230","+,,0","-11.1",",0,16,","76",",,0,15,","74",",,0,14,","42.4",",,0,28,","19.4",",0,30,+","727.7","0","438.3",",0","80.6",",,,0","","","","","","","","","77",",,,0","4.19",",0","10.54",",,,0","-2.15",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1959-01","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","16",",0","2",",0","1",",0","0",",0","13","","","","19590117",",,0","19590131","+,,0","19590116",",,0","1","","19590101",",,0","19590121",",,0","-12.2",",0,17,","0",",,0,31,+","0",",T,0,16,","24.1",",,0,01,","21.7",",0,21,","1143.8","0","416.1",",0","76.7",",,,0","","","","","","","","","0",",T,,0","4.91",",0","11.51",",,,0","-1.69",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1959-02","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","0",",0","0",",0","12","","","","19590221",",,0","19590203",",,0","19590220","+,,0","","","19590204",",,0","19590210",",,0","-8.3",",0,21,","0",",T,0,03,","0",",T,0,20,+","20.6",",,0,04,","20.6",",0,10,","1442.4","0","298.6",",0","73.1",",,,0","","","","","","","","","0",",T,,0","7.67",",0","13.11",",,,0","2.23",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1959-03","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","9",",0","0",",0","1",",0","1",",0","0",",0","10",",0","0",",0","5",",0","0",",0","12","","","","19590319","+,,0","19590302",",,0","19590302",",,0","1","","19590305",",,0","19590325",",,0","-3.3",",0,19,+","25",",,0,02,","33",",,0,02,","25.1",",,0,05,","26.7",",0,25,","1714.1","0","271.7",",0","109.7",",,,0","","","","","","","","","33",",,,0","9.57",",0","16.61",",,,0","2.53",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1959-04","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","32.6","0","32.6",",0","13",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","14","","","","19590414",",,0","19590430","+,,0","19590430","+,,0","4","","19590412",",,0","19590409",",,0","1.7",",0,14,","0",",,0,30,+","0",",,0,30,+","45.0",",,0,12,","30.0",",0,09,","1795.6","0","81.5",",0","136.0",",,,0","","","","","","","","","0",",,,0","16.70",",0","23.59",",,,0","9.81",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1959-05","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","159.1","0","126.5",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","16","","","","19590515",",,0","19590531","+,,0","19590531","+,,0","4","","19590513",",,0","19590524","+,,0","6.1",",0,15,","0",",,0,31,+","0",",,0,31,+","40.4",",,0,13,","33.9",",0,24,+","1802.8","0","7.2",",0","82.8",",,,0","","","","","","","","","0",",,,0","22.18",",0","28.39",",,,0","15.97",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1959-06","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","358.7","0","199.6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","10","","","","19590615",",,0","19590630","+,,0","19590630","+,,0","3","","19590602",",,0","19590630",",,0","12.8",",0,15,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,02,","38.9",",0,30,","1802.8","0","0.0",",0","41.2",",,,0","","","","","","","","","0",",,,0","24.99",",0","31.74",",,,0","18.23",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1959-07","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","598.1","0","239.4",",0","17",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","17","","","","19590705",",,0","19590731","+,,0","19590731","+,,0","13","","19590709",",,0","19590702",",,0","15.6",",0,05,","0",",,0,31,+","0",",,0,31,+","56.9",",,0,09,","35.6",",0,02,","0.0","0","0.0",",0","211.5",",,,0","","","","","","","","","0",",,,0","26.06",",0","31.51",",,,0","20.61",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1959-08","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","853.2","0","255.1",",0","13",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","18","","","","19590813","+,,0","19590831","+,,0","19590831","+,,0","11","","19590830",",,0","19590825",",,0","18.9",",0,13,+","0",",,0,31,+","0",",,0,31,+","53.1",",,0,30,","36.1",",0,25,","0.0","0","0.0",",0","201.2",",,,0","","","","","","","","","0",",,,0","26.56",",0","32.40",",,,0","20.72",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1959-09","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","989.0","0","135.8",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","11","","","","19590920",",,0","19590930","+,,0","19590930","+,,0","1","","19590929",",,0","19590904","+,,0","9.4",",0,20,","0",",,0,30,+","0",",,0,30,+","91.2",",,0,29,","33.9",",0,04,+","1.7","0","1.7",",0","155.3",",,,0","","","","","","","","","0",",,,0","22.80",",0","28.33",",,,0","17.28",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013881","1959-10","35.22254","-80.95433","222.6","CHARLOTTE DOUGLAS AIRPORT, NC US","","","","","","","","","","","1044.3","0","55.3",",0","15",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","19","","","","19591026",",,0","19591031","+,,0","19591031","+,,0","","","19591014",",,0","19591004",",,0","1.1",",0,26,","0",",,0,31,+","0",",,0,31,+","57.7",",,0,14,","31.1",",0,04,","90.4","0","88.7",",0","155.7",",,,0","","","","","","","","","0",",,,0","17.25",",0","22.07",",,,0","12.44",",,,0","","","","","","","","","","","","","","","","","","","","","",""
